GENE_SYMBOL	ID_REF	GSM32828	GSM32829
Mapre1	93306_at	4031.9	4869
Pcx	93308_s_at	249.9	336.3
Ddx3x	93309_at	3185.3	2142.3
Psmc6	93310_at	10140	8224.2
Clk3	93311_at	450.6	818.1
Ube2g1	93312_at	3779	2564.7
Map2k3	93314_g_at	3643.1	2946.8
Map2k3	93315_at	3767.4	3779.6
Osbpl1a	93316_at	327.4	343.9
Osbpl1a	93317_at	290.9	370.7
Ninj1	93318_at	424.7	638.8
Rasa3	93319_at	3902.3	3614.9
Cpt1a	93320_at	5807.4	3824.1
Ifi203	93321_at	504.6	197
Plp2	93323_at	27879	33667.8
Zfp36l1	93324_at	3657.2	2918.6
Polr2e	93325_at	1301.3	730.1
Tax1bp3	93327_at	2466.6	1862.2
Hdc	93328_at	29.6	4
Aqp1	93330_at	5861	5862.4
Tbca	93333_at	2755.1	3991.3
Tmed10	93336_at	5409.8	5787.5
Vps4b	93337_at	2209.1	1800
Mdm4	93338_at	9.8	188.2
Mdm4	93339_at	691.2	727.2
Copb2	93340_f_at	2722.7	2066.9
Copb2	93341_r_at	5857	7606.2
Mki67ip	93342_at	724.8	594.6
Pgk1	93346_at	17725.6	19139.9
Rab24	93347_at	1137.1	925.7
Timm22	93348_at	1099.4	1889.1
Pcolce	93349_at	6919.4	10389.3
Zfp422	93350_f_at	682.4	681.5
Tgm2	93352_at	587.1	297.6
Lum	93353_at	198.5	158.1
Mcm7	93356_at	3635.6	4431.2
Eif1ax	93358_at	4237.3	6079.1
Ndufc2	93359_at	122	12.5
Pmm1	93360_at	484.4	640.4
Ap2m1	93362_at	10264	12660
Ctnna1	93364_at	4845	3671.1
Sugt1	93365_s_at	3716.2	4987.9
Sugt1	93366_r_at	2787	2772.9
Tep1	93367_at	183.8	126.8
Omd	93369_at	45.8	56
Bnc1	93371_at	236	195.3
Anp32a	93372_at	165.1	212.5
Naglu	93373_at	1151.1	1026.1
Jph3	93374_at	697.7	628.4
Bmp2k	93376_at	100.2	69.8
Hoxc8	93378_at	372.3	322.2
Col7a1	93383_at	800.5	1245.9
Sntb1	93384_at	80.7	99.8
Nthl1	93385_at	25.1	63.7
Amac1	93386_at	432	153.1
Spib	93388_s_at	249.1	114.9
Prom1	93389_at	10.9	89.3
Crygs	93391_at	35.7	45.5
Ucp3	93392_at	131.2	191.9
Slc4a1ap	93396_at	401.7	342.5
Xiap	93400_at	104.4	200.6
Xiap	93401_g_at	88.9	112.7
Xiap	93402_i_at	210	318.8
E2f3	93405_at	130.4	132.4
Mafg	93406_at	768.4	478.3
Gm505	93408_at	563.4	482.5
Wnk2	93410_at	359.2	43.8
Sema7a	93411_at	1284.9	456
Terf2	93413_at	331	293.4
Abcb1b	93414_at	480.1	538.6
Mef2b	93417_at	615.2	835.5
Mtmr14	93419_at	487.4	490.6
Cdk14	93421_at	2127.5	3963.8
Cdk14	93422_at	284.3	465.2
Ldoc1l	93423_at	108.2	278.5
Mycbp2	93424_at	1974.9	2828.2
Irf5	93425_at	369.7	559.8
Atad2b	93426_at	430.3	349.5
Myo1d	93427_at	216.1	425.6
Cenpl	93428_at	58.9	133.9
Zp2	93429_at	36.6	4.7
Cxcr7	93430_at	1819.4	1914.6
Dmpk	93431_at	609.3	299.7
Sult5a1	93434_at	81.5	99.8
4632419I22Rik	93436_i_at	172.5	394.4
4632419I22Rik	93437_f_at	829.2	1661.7
Pawr	93439_f_at	1287.8	873.6
Sec22b	93440_at	828.3	928
2700099C18Rik	93441_at	725.9	934
Zfp316	93442_at	160	332
Fndc1	93443_at	101.2	64.4
Cd5l	93445_at	93.8	136.4
Zfp60	93446_at	158.2	255.5
Gm10046	93447_at	194.2	546.4
Daglb	93448_at	1091	1302.8
Rfpl4	93449_at	211.5	7.2
Cenpe	93450_at	37.1	119.2
Lmo7	93451_at	2592.9	2188.8
Cer1	93452_at	121.9	134.9
Rom1	93453_at	341.5	138.9
Cd93	93454_at	827.9	187.5
Bmp4	93455_s_at	1830.9	3201.3
Bmp4	93456_r_at	1128.9	1467.3
Crygb	93457_at	57	87.8
Fzd4	93459_s_at	1126	1207.6
Acvr1	93460_at	634.5	272.8
Naip1	93461_at	36.2	86.4
Ttc39b	93462_at	689.2	245.6
Usp19	93463_at	345.4	502.5
Akap9	93464_at	30.6	116.1
Batf3	93465_at	162.6	210.9
Exoc4	93466_at	1207.4	1154.9
Cachd1	93467_at	179.4	341.3
Aff1	93468_at	102.8	52.3
Ephb3	93469_at	871.9	1824.1
Trdmt1	93470_at	282	305.6
Slc4a7	93471_at	1815.1	809.1
Col5a1	93472_at	3751	5010.3
Spef1	93475_at	332.2	560.4
Prkdc	93476_at	272.6	75.9
Dnajc21	93478_at	411.9	331.1
Mylk	93482_at	689.9	1050.3
Gramd3	93484_at	22.3	111.8
Ptprd	93485_at	50.6	94.1
Slc27a1	93486_at	3596	1432.7
Tsr1	93488_at	2034.8	1177.4
Maf1	93490_at	5433.5	5542
Ube2d3	93491_f_at	1701.9	929.6
Cyth2	93492_at	3142.9	2600.9
Ddx5	93493_at	3798.9	4691.5
Prdx4	93495_at	6998.3	10013.6
Elovl5	93496_at	5646.7	3579.9
C3	93497_at	1249.4	677.3
Aplp2	93498_s_at	4753.4	2087.4
Capza1	93499_at	4607.5	4434.3
Alas1	93500_at	901.1	1268
Sucla2	93501_f_at	1775.8	1392.9
Sucla2	93502_r_at	357.4	292.2
Sfrp2	93503_at	302.5	263
Slc25a3	93506_at	302.8	265.8
Timp2	93507_at	8257.3	5133.3
Ube2b	93509_at	2180	1899.9
Itm2a	93511_at	33.1	116.3
Adk	93512_f_at	2073.4	2459.4
Col6a2	93517_at	2335.8	2881.8
Rnps1	93518_at	4024.5	5306.1
Nedd8	93519_s_at	6872.2	7143.9
Srrm1	93521_at	3011.6	2210.2
Rad9	93522_at	24.3	335.7
Calr	93523_at	38.2	198.2
Klf9	93527_at	388.6	241.9
Klf9	93528_s_at	967	595.7
Itfg1	93529_at	2820.4	1722.2
Itfg1	93530_at	656	594.9
Ndufa8	93531_at	5688.6	5719.1
Ssu72	93533_at	1943.1	1490
Atxn2	93535_at	1088.9	1188.4
Bax	93536_at	3682.6	2903.1
Tdp2	93538_at	801.6	974.3
Anapc13	93539_at	2457.3	2816.2
Adprh	93540_at	3652.5	3998.1
Tagln	93541_at	208.9	415.8
Pter	93542_at	795.4	840.5
Gstm1	93543_f_at	11674.6	10617.8
Cbfb	93546_s_at	7276.9	6280.7
Cbfb	93547_at	6976.8	7760.1
Sec61b	93548_at	6350.5	6290.2
Csrp2	93550_at	281.6	490.9
Polr2l	93551_at	10406.5	9220.9
Sephs2	93557_at	793.1	272.8
Slc35a2	93558_at	355.2	275.1
Apex1	93559_at	4050	3895.2
Acyp1	93560_at	1522.3	2298.4
Ndufb3	93562_at	4318.3	3963
Yars	93564_at	1620.8	1831.9
Klc1	93565_at	721.9	917.6
Gale	93566_at	38.6	56.4
Spnb2	93571_at	3889.8	3183.6
Ndufs1	93572_at	2194.7	2438
Mt1	93573_at	19332.6	13417.1
Serpinf1	93574_at	238.1	1331
Ggh	93575_at	139.3	364.3
Jagn1	93579_at	1966.1	2038.1
Pum2	93580_at	2556.5	2686
Ndufb8	93581_at	4911.4	6806.7
Coq7	93582_at	741.1	802.4
Cyp2c29	93585_at	87.5	8.3
Syngr2	93586_at	2675.8	2668.8
Anxa7	93587_at	994.3	653.6
Gtl3	93588_at	1222.3	1592.1
Entpd4	93589_at	885.2	1058.3
Ndst1	93590_at	745.6	698
Pef1	93591_at	787.7	417.6
Emp3	93593_f_at	14409.4	18116.9
Emp3	93594_r_at	5194	3956.3
Tpp1	93595_at	3795.2	2753.8
Atp5e	93596_i_at	5981.4	6258.9
Snx5	93598_at	518.1	264.3
2500003M10Rik	93599_at	3828	3217.9
Leprot	93600_at	2121.5	2244.8
Keap1	93601_at	90.2	234.3
Rps6ka4	93602_at	3051.1	4638.7
Mrpl40	93603_at	2524.3	4269.1
Cadm1	93604_f_at	120.8	268.4
Cadm1	93606_s_at	173.9	9.5
Spg20	93609_at	1272.6	949.9
Tbx6	93611_at	334.2	544.8
Mmp15	93612_at	166.3	11.7
Smad3	93613_at	335.4	240.9
Pbx3	93615_at	321.6	681.3
Pbx3	93616_g_at	310.5	571.7
Ccrl2	93617_at	210.8	297.4
Spnb3	93618_at	256.8	62.6
Per1	93619_at	330.6	312.7
Polr1a	93620_at	698.3	471.4
Tgif2	93621_at	350.7	302.1
Slc10a6	93624_at	278.5	393.3
Abcg2	93626_at	58.8	48.8
Ankrd28	93627_at	1567.1	1567.9
Celf1	93630_at	780.7	151.4
Arhgef2	93631_at	48.8	131.2
Arhgef2	93632_g_at	2163.3	973
Fbxw11	93634_at	3025.7	1354.8
Kif3c	93635_at	428.3	611.9
Rttn	93636_at	351.4	448.1
Rgs7	93645_at	111.7	35.5
Twf1	93646_at	782.8	623.7
Prkcc	93648_at	493.2	420.1
Vamp1	93653_r_at	35.1	378.1
Fgf12	93654_at	6	112.2
Usf1	93655_at	2050.8	1709.4
Usf1	93656_g_at	473.3	675.2
Ptpn20	93658_at	3.8	71.8
Atp1b2	93664_at	8.4	173.5
Erf	93670_at	1320.2	1169.5
Nrtn	93673_at	1002.1	347.7
Fgd1	93674_at	310	344.6
Rad51ap1	93676_at	1017	1724.1
Klrk1	93678_s_at	342.1	344.6
Stk10	93680_at	683.3	658.9
Fzd2	93681_at	1553.4	3302
Ldb2	93682_at	744.2	378.1
Cit	93686_s_at	767.7	633.1
Emid1	93689_at	747.5	976.2
Grb10	93690_at	220.9	293.1
Per2	93694_at	26.4	52.7
Adh7	93695_at	1007.8	1392.2
Cbx4	93697_at	1865.2	1379.2
Sox13	93698_at	1252.8	1280.1
Polg2	93699_at	186.4	215.5
Arf3	93700_at	3492.5	2710.6
Smarca5	93701_at	2341.1	1547.9
Ptpn23	93702_at	975.2	1006.2
Ikbkb	93706_at	366.2	304.6
Zfp771	93707_f_at	148.9	165.4
Pias3	93708_at	199.2	303.5
Sec23a	93711_at	1131.8	706.7
Ccnt1	93712_at	853.4	903
Shc1	93713_at	1437.2	705.6
Trim46	93716_at	519.8	319
Ccl12	93717_at	34.3	130
Rab23	93718_at	200	139.2
Ccrl1	93719_at	75.1	431.3
Agpat1	93720_at	439.7	401.6
Cap1	93721_at	4561	2693.9
Ensa	93722_at	671.1	585.4
Gspt1	93727_at	4510.1	4324.3
Tsc22d1	93728_at	3983	4404.6
Rps15a	93730_at	24049.7	28086.5
Fkbp9	93731_at	3112.8	3019.3
Gipc1	93732_f_at	1266.4	1575.3
Gipc1	93733_r_at	181.3	62.4
Psmc3	93734_i_at	2901.8	3186.8
Psmc3	93735_f_at	6416.8	6142.6
Tcn2	93736_at	496.2	380.1
Eif2ak1	93737_at	822.6	770.4
Slc2a1	93738_at	2042.8	890
Ybx1	93740_at	27970.8	32716.9
Nmd3	93741_at	1026.4	805.2
Tsen15	93742_at	730.6	857.2
Hsbp1	93743_at	1608.8	2090
Calm4	93744_at	196.6	143
Ptplad1	93747_at	5279.2	4505.4
Grinl1a	93748_at	4486.7	5951.2
Maoa	93749_at	2450.6	2140.1
Gsn	93750_at	9708.6	9429.3
Usp19	93751_at	2586.5	1943.9
Iars	93752_at	2926.6	2399.3
Litaf	93753_at	6314.1	5517.5
Ech1	93754_at	2493	2256.7
Srpr	93757_at	7583.5	7762.7
Incenp	93758_at	1036.4	1861.3
Cript	93760_at	5643	5267.8
Hnrnpu	93761_at	145.1	180.8
Ppp2r4	93762_at	6725	7141.8
Ndufa13	93764_at	4716.4	4719.7
Akirin2	93767_i_at	6946.3	7586.5
Akirin2	93768_f_at	3234.2	3277.1
Necap2	93769_at	1625.2	998.1
Zranb2	93772_i_at	2158.3	2764
Zranb2	93773_f_at	903.7	1307.6
Prelid1	93774_at	3579.1	6345.3
Ifi27l1	93775_at	9504.2	4160.8
Ngdn	93776_at	292.8	351.7
Golph3l	93777_at	287.8	204.2
Acot13	93780_at	1393.3	1354.5
Rnf4	93782_at	5722.1	5862.7
Cela1	93783_at	1211.2	386.5
Cfdp1	93784_at	2007.1	1759.1
Folr1	93785_at	170.7	347
Mrpl18	93786_i_at	2480.4	1977.4
Mrpl18	93787_f_at	8602.8	9543
Cox4i1	93788_at	221.7	405.9
Sin3b	93789_s_at	3922	3696.9
Lasp1	93793_at	5446.8	7756.7
Nae1	93794_at	2300.9	2876.1
Itpa	93795_at	1303.7	1416.3
Atp1a1	93796_at	168.9	420.6
Atp1a1	93797_g_at	1646.8	1484.1
Atp1a1	93798_at	3411.2	3940.8
Tmem199	93799_at	1630.4	1368.4
Krt27	93800_f_at	8.1	244.4
Mtdh	93802_at	577.3	440.1
Psme3	93803_at	757.3	962
Slc2a3	93804_at	72.3	211.2
Ssna1	93805_at	4307.8	4980.4
Sh3bgrl	93806_at	8725.8	8872.6
Ost4	93807_at	7.7	67.4
Cbr2	93808_at	854.7	443.9
Aup1	93809_at	4223.8	4241.1
Ctsd	93810_at	23142.2	15354.9
Clns1a	93812_at	2602.9	2125.6
Chchd3	93815_at	2090	3196.4
Tmed2	93817_at	1341.2	823.1
Tmed2	93818_g_at	9557.3	4348.5
Tmed2	93819_at	10246.9	7442.3
Cox7a2	93820_at	8665.8	9561.9
Wwc2	93821_at	937.5	1356.7
Rpl37a	93822_at	16276.9	21265.8
Ilf2	93823_at	575	595.5
Cps1	93824_at	108.7	753.4
Ppp2r5a	93826_at	1644.5	1538.2
Tdo2	93827_at	112.7	181.2
Rod1	93829_at	2085.6	1971.2
Nono	93830_at	8879.1	7251.3
Nono	93831_at	1870.3	1276
Spag7	93832_at	3706.9	3403.4
Hist1h2bc	93833_s_at	2219.9	1908.7
Hist1h2bp	93834_at	59	346.6
Fuca1	93835_at	886.5	941.5
Bnip3	93836_at	1197	639.8
Kng1	93837_at	218.9	51.4
Ppdpf	93838_at	1623.2	1688.9
Rtn3	93839_at	4716.6	4944.8
Apom	93840_at	115.7	83.7
Eif2a	93841_at	1609.7	1865.3
Dap	93842_at	25438.4	24974.2
Dhrs1	93843_at	2555.7	2598.4
Uqcrq	93844_at	13123.4	15708.1
Abcf2	93845_at	1036.7	1310.5
Snn	93846_at	16.3	319.1
Map4k3	93848_at	60.1	156.4
Iqgap1	93850_at	413.2	352.7
Rabggta	93851_at	102.2	217.4
Mef2a	93852_at	1304.7	759.4
Dnajb4	93853_at	571.3	436.8
Wt1	93856_at	118.2	197
Kpna3	93857_at	513.3	420.6
Cxcl10	93858_at	71.1	72.2
Mtif2	93859_at	937.7	1143.3
93860_i_at	800.7	2153.2
93861_f_at	888.4	1041.6
Enah	93864_s_at	93.6	288.9
Mgp	93866_s_at	12270.9	7259.9
Abcd4	93867_at	425.9	410.3
Nsdhl	93868_at	1746.1	2338.8
Braf	93870_at	155.2	75
Il1rn	93871_at	506.2	1478.3
Gfra1	93872_at	229.6	160.2
Hspa1a	93875_at	28	17.5
Mllt10	93878_at	237.7	170.8
Eomes	93880_at	114.8	56.8
Emcn	93884_at	58.1	16.1
Mpdz	93887_at	1389.2	1217.8
Hoxb1	93888_at	199.1	38.4
Hist1h2ba	93889_f_at	385.6	844.9
Celf2	93892_at	275.4	43.1
Klra3	93894_f_at	43.9	108.5
Itpr1	93895_s_at	322.7	140
Sgcb	93898_at	486.7	523.5
Rps6kb1	93899_at	727.7	609.4
Bat2	93900_at	197.3	163.3
Hps1	93901_at	776	814.2
Gab1	93902_at	423.5	253.2
Acvr2b	93903_at	310.3	359.3
LOC630348	93904_f_at	12.6	56
Cd80	93905_at	31.2	223.1
Cd80	93906_s_at	300.5	148.7
Tgs1	93911_at	580.3	559.5
Bat3	93912_at	911.4	542.8
Il1r1	93914_at	1200.6	899.7
Pou2af1	93915_at	4	2.6
Smyd5	93916_at	387.7	190.3
Tnfsf12	93917_at	262.6	89.5
Taf9	93918_at	2545	2699.5
Adam11	93920_at	385.6	263.8
Bat3	93921_at	2083.6	1757.7
Bat3	93922_g_at	1836	1926.6
Atxn7l3	93923_at	1723.7	1382.1
Tuba3b	93924_f_at	4658.5	4081.8
Prlr	93926_at	67.1	260.8
Notch4	93928_f_at	110.2	116.6
Lasp1	93930_at	1975.4	1113.5
Prf1	93931_at	37.5	143.6
Nlk	93935_at	249.5	153.8
Ptprg	93936_at	405.1	684.7
Gas8	93937_at	560.9	456.6
Slc30a1	93938_at	86.6	226.3
Sh2b3	93939_at	835.9	806.6
Pon3	93940_at	288.1	474.6
Inpp1	93942_at	131.1	331.2
Zfp36l2	93943_f_at	750.5	30.6
Zfp36l2	93944_r_at	116.8	247.3
Nck2	93948_at	478.9	151.2
Golga3	93951_at	796.1	406.1
2810417H13Rik	93952_r_at	106.4	146.8
Prss12	93953_at	54.7	133.7
Gucy1b3	93954_at	29.9	42.7
Ifit3	93956_at	384.7	176.1
Rnf14	93958_at	1265.9	897.9
Rap1a	93962_at	297.5	347.9
Ddx6	93964_s_at	1060.2	628.4
Ddx6	93965_r_at	920.1	938.5
Ube4b	93966_at	1702.8	1643.2
Anapc11	93967_at	4230.8	6216.6
Pdcd5	93968_at	3729.8	5521.6
Glyr1	93969_at	61.2	316.3
Ipo7	93970_at	794.4	816.8
Psmd12	93971_f_at	2394.7	2198.1
Ndufs2	93972_at	4285.3	4466.5
Eif3b	93973_at	5949.2	6335.3
Errfi1	93974_at	8764.8	2851.3
Errfi1	93975_at	8224	4728.5
Cab39	93976_at	2096.2	1414.5
B3galnt2	93978_at	127.6	177.1
Mak16	93980_at	678.1	141.2
Plat	93981_at	3922.1	3406.6
Derl1	93982_at	3225.7	2665
Derl1	93983_at	1267.9	1165
Atpif1	93984_at	9064.9	9206.9
Tiparp	93985_at	763.8	766.9
Nsmce4a	93986_at	1539.8	2929.8
Psma7	93988_at	7262.8	7901.9
Hnrnph1	93990_at	5549.1	7378.3
Mdh2	93991_at	12938.9	11966.2
5430437P03Rik	93992_at	917.9	1274.2
Lman2	93993_at	3508.9	3169.3
Chpt1	93994_at	720.4	595.5
Tor1aip2	93997_at	1455.9	1044.2
Snrpg	93999_at	5066	8372
Mlec	94000_at	1339.4	772
Elavl1	94001_at	3743.5	4225.2
Cul1	94002_at	2385.6	1841
Wnk1	94003_at	4641.1	2971.9
Cnn2	94004_at	3052.4	3402.8
Pmpcb	94005_at	812.7	781.8
Azi2	94006_at	126	243.7
Morf4l1	94007_at	10114.9	10451.9
Tceb1	94008_at	2351.4	1683.8
Tceb1	94009_at	1436.5	1052.8
Tceb1	94010_g_at	635	407.4
Rbm42	94011_at	2368.2	3394.2
Timm10	94012_at	721.3	586
Pomp	94014_at	4779.3	5000.3
Th1l	94015_at	1007.8	1094.3
Tubb2c	94016_at	194.5	291.6
Srsf2	94017_s_at	11729.2	21616.2
Ubl3	94018_at	3373.4	2159.1
Bzw1	94019_at	2425	1509.9
Twf2	94020_at	2297.1	2467.3
Trim11	94021_at	1558.9	1040.5
Gltscr2	94022_at	2156.7	2397.2
Cdt1	94024_at	4164.2	4169.2
Psmb3	94025_at	10606.3	9505.7
94027_at	48.3	259.2
94028_f_at	34.7	44.8
Commd2	94030_at	1304.5	1639.4
Rab2a	94031_at	6023.6	5102.7
Apoa1bp	94032_at	5364.3	4784.3
Rexo2	94034_at	1705.7	2244.5
Cdc42ep4	94036_at	699.9	855
Cela2a	94037_at	353.2	377.7
2700060E02Rik	94038_at	3325.8	3881
Erh	94040_at	10930.1	11760.4
Hnrnpk	94041_at	2512.1	2199.5
Gng5	94042_f_at	12841.6	15002.3
Atp6ap1	94043_at	3152.3	3451.1
Suz12	94044_at	1493.9	2033.8
Csk	94046_at	2348.9	2895.4
0610031J06Rik	94047_at	6730.9	4620.6
Cdc34	94048_at	2345.9	1528.4
Dpm2	94052_at	4678.8	4599.8
Cttn	94054_at	9359.8	7594.8
Cttn	94055_at	3386.9	1595.4
Scd1	94056_at	13282.8	10840.6
Scd1	94057_g_at	7820	8030
Scd1	94058_r_at	138.3	568.3
Nrbp1	94059_at	1973.4	1479
Kctd10	94060_at	1762.2	1636.7
Ndufv2	94062_at	10564.4	14446
Sema4a	94063_at	384.1	257.9
Zfp91	94064_at	954.3	759.9
Rnf14	94066_at	3547.8	2967.3
Dcps	94067_at	935.6	939.7
Rps19	94068_at	21760.7	29679.1
Ccdc47	94069_r_at	125.1	93
Gosr2	94071_at	1494	1711.3
Gosr2	94072_g_at	2357.4	1507
Polr2g	94073_at	4651	4666.3
Fcgr3	94074_at	515.9	274.7
Rpn2	94076_i_at	2258.8	2971
Rpn2	94077_f_at	6769.2	6808.7
Uqcr10	94078_at	7067.5	9206.4
Sept4	94079_at	106.6	84
Sdha	94080_at	971.2	674.7
Rbm17	94081_at	2473.9	3867.8
Cdc26	94084_at	1733.4	1809.8
Ptbp2	94088_at	1564	742.4
94090_at	3	24.1
94095_at	340.7	291.6
Hcrt	94098_at	480.6	477.9
Nptx2	94099_at	256	71.9
Trpc4	94100_s_at	51.8	115
Tert	94104_at	329.1	264.6
Cdc42	94105_at	5759.3	7339.1
94106_at	826.5	673.8
Zfp281	94109_at	2558.2	1160.8
D10627	94110_f_at	1002.4	771.4
D10627	94111_r_at	447.8	564.7
Tnfsf10	94112_at	2.5	6.9
Brs3	94116_at	60.2	133.6
Igdcc3	94117_f_at	424.7	196.6
Sprr2f	94120_s_at	30.9	202.2
Sprr2h	94121_at	304.2	344.7
Neurod4	94123_at	86.3	209.9
Top3a	94124_at	1403.9	966.4
Diap2	94127_at	552.2	244.9
Srcin1	94130_at	373.1	462.6
Xpo1	94131_at	216.3	20.4
Gpx1	94132_at	1443.8	1205.5
Mef2a	94133_r_at	102.7	129
Wnt1	94134_at	269.7	260.3
Tcfcp2	94135_at	716.8	551
Cxcr2	94137_at	91.6	40.4
Fut7	94138_s_at	175.3	251.7
Msr1	94140_at	503.3	280.3
Csf3	94142_at	1094.4	534.6
Serpine1	94147_at	4299.1	1918.4
Ppy	94148_at	470.9	772.5
Sag	94150_at	9	66
Spt1	94152_at	68.8	69
Nppc	94156_at	102.4	101.5
Ptafr	94158_f_at	149.9	190.5
Ptafr	94159_at	151.1	164.2
Efnb3	94160_at	1360.1	1465.5
Prkce	94161_at	144.4	162.8
Ddx4	94162_at	83.4	192.7
Atp4a	94163_at	234.7	330.8
Ccl1	94165_at	118	292.4
Itgb2l	94171_at	58.5	80
Xrcc2	94172_at	805	409.9
Cxcr3	94173_at	461.8	313.2
Ctnnal1	94174_at	175.2	13
T2	94175_at	135.9	207.3
Lhx6	94176_at	509.9	715.2
Hsd17b7	94177_at	432.2	299.8
Krtap13	94183_at	475.2	478.6
Hcn3	94188_at	467.7	194.9
Bcl6b	94189_at	326.6	341.1
Tnfrsf17	94190_at	176.4	177.1
Gdap10	94192_at	250.9	148.3
Hcn2	94195_r_at	2021.3	1977.5
Ikbkg	94196_at	1889.1	947.1
Ugcg	94197_at	581.3	206.5
Ppard	94198_at	87.3	95.3
Kap	94199_at	146.7	64.5
Lcor	94203_at	88.2	49.6
Grcc10	94206_at	6038.6	6176.8
Pdia6	94207_at	677.2	926.3
Timm13	94210_at	3484.8	3350.6
Fam64a	94211_at	2241.2	2250.5
Tsc22d3	94212_at	50.2	16.4
Sdhc	94216_at	5453.7	5964.1
Cdca3	94217_f_at	952.6	1055.3
Tcp1	94218_at	2512.8	2169.2
Psmb2	94219_at	6437.3	4219
Sh3bgrl3	94220_at	92.2	69.9
Igfbp4	94222_at	11353.3	6181.9
Net1	94223_at	2132	1370.9
Atg5	94225_at	1034.7	839.5
Tex264	94226_at	1821.5	1288.4
Xpo1	94228_at	2107.9	2722.4
Tsc22d4	94229_at	903.6	1096.9
Ccnd1	94231_at	868.8	1248.7
Ccnd1	94232_at	4482.8	5701.5
1110038F14Rik	94233_at	1250.5	1483.4
Trip12	94235_at	484.9	277.5
Nisch	94236_at	8565.3	7915.9
Rpn1	94237_at	2519.3	3136.3
Prss23	94238_at	3906.8	3363.2
Pnn	94239_at	483.8	489.2
Coasy	94241_at	338.3	476.9
Txndc17	94242_at	3214.5	3702.1
Ckap5	94243_at	1267.2	1370.4
Ip6k1	94244_at	1212.5	889.2
H47	94245_at	1401.9	736.6
Ets2	94246_at	1919.1	3283.7
Dsp	94247_at	72.4	181.8
Ap1m1	94248_at	2097.1	3528.4
Psenen	94249_at	886.3	909
Eif3a	94250_at	2308.6	1747
Eif2s3x	94252_at	13927	9724.2
Eif2s1	94253_at	3850.6	5082.3
Clic4	94254_at	7691.7	5783.8
Clic4	94255_g_at	6886	6089.9
Clic4	94256_at	8868.7	9133.9
Rraga	94257_at	2840.8	1661.9
Arhgdib	94258_at	904.8	1441
Ptges3	94259_at	1243.2	2175
Larp1	94260_at	2764	3832.1
Thrap3	94261_at	6126.3	4484.5
Thrap3	94262_at	856.4	230.9
Psmb7	94263_f_at	8588.4	8345
Raf1	94264_at	2205.4	2890.9
Hcfc1r1	94266_at	5965.7	6209.4
Ubl5	94267_i_at	6906	7352.5
Ubl5	94268_f_at	9335.8	10273.1
Rabac1	94269_at	8428.8	7998.9
Dmtf1	94272_g_at	113.3	488
Yipf5	94273_at	3230.6	3532
Ube2s	94274_at	3913.7	4214.6
Urod	94275_at	1067.3	863.5
Hsd17b12	94276_at	5096.6	4014.1
Mtx1	94277_at	1026.5	981.3
Atp5d	94279_at	134.6	20.4
Cnot2	94281_at	1431.6	1311.6
Asah1	94282_at	3382.9	3244.2
Cyb5r3	94284_at	10288.1	8677.1
9130011J15Rik	94286_at	1808.5	1770
Hist1h1c	94288_at	5066.9	4665.9
Maged2	94289_r_at	994.4	1377.8
Akt1s1	94290_at	948.5	883.4
Strap	94292_at	3850.5	3404.4
Ccnb2	94294_at	7994.2	10236.6
Gtf2i	94295_at	3075.8	2731.3
Gtf2i	94296_s_at	794.1	1176.3
Fkbp5	94297_at	588.7	902.2
Tsta3	94298_at	2736.6	1599.9
Dctn2	94299_at	1199	1224.5
Dctn2	94300_f_at	2080.9	2422.6
Atp6v0e	94301_at	5126.6	5790
Psmd4	94302_at	6074.6	6672.7
Hnrnpd	94303_at	2997.9	4901.2
Anxa6	94304_at	3622.6	4784.5
Col1a1	94305_at	12306.8	16919.5
Fbln1	94307_at	276.5	60.3
Fbln1	94308_at	364.9	546
Fbln1	94309_g_at	2198.5	2246.2
Pdxdc1	94312_at	1891.5	2567.9
Snrpc	94313_at	3452	3863.8
Rab18	94319_at	4724.3	4138.1
Krt10	94321_at	569.6	497.6
Sqle	94322_at	7486.2	10569.9
Hmgcl	94324_f_at	1312	1640.7
Hmgcs1	94325_at	5244.5	8387
Mrps18a	94326_r_at	1125	1675.6
Mrps18a	94327_at	1828.5	2347.7
Stat6	94331_at	2743.6	1884.9
Ets1	94332_at	326.8	185.4
Otub1	94336_at	294.2	387.8
Gas2	94338_g_at	241.3	250.4
Slc46a1	94339_at	126.5	259.7
Xpot	94340_at	1790.4	984.7
Jarid2	94341_at	1329.5	1227.3
Dnajc3	94343_at	917.7	620.8
2410004B18Rik	94344_at	72.8	197.9
Il6st	94345_at	2329.7	3082.3
Wtap	94346_at	605.2	596
Pcmt1	94347_i_at	210.5	261.7
Pcmt1	94348_f_at	1429.2	1334.3
Khdc1b	94349_at	378	203.4
Nqo1	94350_f_at	127.1	134.4
Mbtd1	94352_at	366.6	352.8
Eif4ebp2	94353_at	575	1166.5
Abca1	94354_at	826.5	15.8
Trp53bp1	94356_at	195.9	266.6
Plekha1	94359_at	1263.4	684.3
2700029M09Rik	94360_at	816.9	1120
Ddx21	94361_at	2166.2	1697
Nras	94362_at	5075.3	4243.3
Bms1	94363_at	479.5	309.7
Glg1	94364_at	3284.9	3352.4
Hint2	94365_at	1194.3	722.5
2310079N02Rik	94366_at	133	52.2
Uck2	94367_at	4038.2	4851
