GENE_SYMBOL	ID_REF	VALUE	ABS_CALL
Hesx1	98804_at	17.8	A
2310001H12Rik	92338_f_at	248.8	P
Derl2	162116_r_at	-58.4	A
Qsox1	96603_at	168.5	A
B4galnt2	103776_at	43.2	A
Gpatch2	95915_at	317.1	A
Zfp871	104327_at	820	P
Socs2	99475_at	800.8	P
LOC100503944	95890_r_at	37.9	A
Cdca5	161332_f_at	825.1	P
Zbtb16	92202_g_at	-32.6	A
Emb	162068_r_at	-77.7	A
Gpr137b	103923_at	2724.1	P
Ttc4	160212_at	105.7	A
Gata1	102654_at	93.8	A
Nfic	93006_at	-46.8	A
Pitx1	92920_at	59.4	A
Pcyt1a	99035_at	574.2	P
Birc3	160645_at	160	A
Dpp7	104036_at	267.6	P
Ros1	97766_at	-53.2	A
Anapc13	162466_at	321.4	A
Mrpl48	162013_f_at	1006.7	P
Xpo1	94131_at	216.3	P
Pbrm1	98894_at	1038.2	P
Atp5a1	100753_at	11339.3	P
Inca1	95378_at	199.3	A
LOC434035	101826_at	24	A
Slc29a1	95733_at	6634.1	P
Iqgap2	160993_at	-19.8	A
Miox	93781_at	-392.8	A
Sct	92755_f_at	1427.7	A
S1pr3	92352_at	735.8	A
Itpr2	96420_at	-86.5	A
Tpd52	162463_at	227.3	M
Krtap14	92246_at	223.1	M
Guca2b	95569_at	-766.4	A
Rad54l	98971_at	194	A
Clcn3	94463_at	261.4	M
St13	97309_at	4442	P
Tacr2	94634_at	-86.5	A
Api5	101035_at	2039.8	P
Zbtb22	100897_f_at	693.1	P
Mxd3	103237_at	753.1	A
Akirin1	162260_at	378.8	A
Enah	161228_f_at	517	P
Slc38a4	104286_at	213.8	A
Cstf2t	104126_at	1060.6	P
Hr	99875_at	486.4	P
3110002H16Rik	160433_at	544.8	P
Acvr2b	93903_at	310.3	P
Tmem168	162291_r_at	-11	A
Senp6	96148_at	342.9	P
Nkiras1	160991_at	370.5	A
Haus3	161076_at	1324.4	P
Mtap1s	103232_at	870.4	P
Rps6kb1	93899_at	727.7	P
Uts2r	95306_at	19.2	A
Pias3	161994_f_at	188.5	A
Vmn2r61	101351_at	-12.6	A
Arl5a	96751_at	3188	P
Cga	94700_at	7.9	A
Gjb6	94391_at	93	A
Rab5a	94478_at	4373.5	P
Scamp1	162426_f_at	3066.7	P
Wsb2	160296_at	1822.2	P
Rab2a	94031_at	6023.6	P
Sgk1	97890_at	17673.7	P
Apoc4	101463_at	-250.3	A
Cdca8	97295_at	2107.8	P
Pdcd1	98836_at	188.4	A
Fjx1	160816_at	-48.9	A
Ddb1	95683_g_at	10414.6	P
Ipo4	95035_at	1470.4	P
Smc6	100887_at	1081.2	P
Hnrnpa2b1	93118_at	1251.3	P
Set	161182_r_at	-3.7	A
Cenpb	99486_at	2312.2	P
Fhdc1	104207_at	118.4	A
Rs1	101702_at	6.1	A
D8Wsu26e	94657_at	-19	A
B3galt2	92341_at	-199.8	A
Angptl4	96118_at	115	A
Cdipt	97829_at	1961.8	P
Pcsk1n	100139_at	-393.6	A
Ibsp	97572_at	1002.3	P
Mtmr10	93235_at	884.2	P
Prkcz	96571_at	-135.4	A
Ly6d	160553_at	8.8	A
Galm	162038_f_at	58.3	A
Actn3	162164_f_at	328.7	A
Taf10	103910_at	4584.3	P
Chd1l	92425_at	-410	A
Slc25a1	162358_i_at	2040.7	P
Crisp3	94730_at	24.5	A
Vamp7	102885_at	715.1	P
Ltb	102940_at	-120.5	A
Cdc6	103821_at	1191.1	P
Scamp3	98015_at	1887.7	P
Tmed8	97653_at	-253.9	A
Cdon	102621_at	356.5	P
Sidt2	95023_at	4819.7	P
Snapc3	162054_r_at	97.1	A
Msi1	98851_at	116	A
Slc30a1	93938_at	86.6	A
Slc8a1	99525_at	-31.5	A
Plp1	102101_f_at	99.6	A
Ociad1	95413_at	5039.9	P
AI607873	92251_f_at	155.4	A
Cad	161323_f_at	-16.4	A
Cab39l	97482_at	1334	P
Hmgn1	96699_at	21972.3	P
Uqcrb	95472_f_at	4098.2	P
Stmn2	95670_at	248	A
Cpt1a	93320_at	5807.4	P
Atp5d	162343_f_at	1180.3	A
Carhsp1	96884_at	3916.3	P
Dyrk1b	102584_at	593.4	A
Rbl2	95617_at	551	P
2500003M10Rik	93599_at	3828	P
Ppp2r1b	103912_at	677.8	P
Sphk2	104619_at	541.3	A
Nudcd2	160395_at	2798.1	P
Ppdpf	93838_at	1623.2	P
Prkacb	93116_at	3610.5	P
Ppp5c	97532_at	602.5	P
Psap	97114_at	12374.2	P
Serpinf1	93574_at	238.1	A
Slc30a5	94471_r_at	362.6	P
Ythdc1	160313_at	1296.5	P
Melk	100416_at	81.8	A
Tpmt	102035_at	224.8	P
AA517545	98325_at	-29.5	A
Serpinf2	161916_r_at	324.9	P
Gfap	94144_g_at	291	A
Becn1	160380_at	3363.8	P
Dnase1	92865_at	2.4	A
Prm3	162056_f_at	-228.4	A
Prl7a1	101874_s_at	-28.6	A
AA517841	95248_at	-54.3	A
Gtf2a2	98101_at	1298.4	P
Pax5	102578_at	-256.7	A
Pi4ka	99438_at	-24.9	A
Gcat	160628_at	211.3	A
Chst2	97110_at	395.3	P
Stx3	100499_at	168.8	A
Sit1	104660_at	-198	A
Tax1bp1	96873_at	400	A
C80171	96374_at	119.3	A
Tmeff1	160472_r_at	152.8	P
Rtn2	104607_at	-37.3	A
Gatm	96336_at	92	A
Abcb10	104394_at	210.3	A
6330512M04Rik	103198_at	436.6	A
Cxcl1	95348_at	-46	A
Hprt	160107_at	9108.5	P
Kpna3	96010_at	3296.3	P
Rpl35a	93513_at	-308	A
Nr2f2	161792_f_at	27.7	A
Prg2	92728_at	-383	A
Med20	162114_f_at	1239.8	P
Lmo4	98122_at	2741.7	P
Ralgds	100530_at	1175.5	P
Endog	160494_at	166.4	A
Fosb	103990_at	922.7	P
Dhx40	160285_at	1185.3	P
Fbxo38	103893_at	1207.8	P
Ar	92667_at	198.8	A
Ptprj	92983_at	71.6	A
Lpp	96736_at	3433.8	P
Nrl	102612_at	71.7	A
Syt8	92682_at	196.4	A
Gatad2a	160677_at	509	P
1110032A03Rik	104314_r_at	271	P
Sec13	95091_at	5027.8	P
Plcg2	103503_at	-69.3	A
Zfp275	104002_at	1503.9	P
Phtf1	94406_at	898.2	P
Foxn2	93203_f_at	253.5	A
Gna12	97227_at	394.3	P
Prpf8	98574_at	3017.7	P
Alg3	162337_f_at	634.7	P
2210415F13Rik	94914_at	-81.3	A
Tacc3	97238_at	586.5	P
1300017J02Rik	103407_at	-214.8	A
Tomm40	160653_at	1082	P
Prkcdbp	97496_f_at	83.5	A
Spam1	92743_at	107.4	A
Pkp3	160944_at	-219.7	A
Zfp787	161019_at	214.3	P
Ddt	100564_at	1810.1	P
Mrps18a	94327_at	1828.5	P
Bmp2	161901_r_at	142.3	P
1500003O03Rik	96607_at	5577.6	P
Csnk2a1	104545_at	695.4	P
Pdcd6ip	95040_at	872.7	P
Lag3	98392_at	-40.8	A
Slc38a5	160907_at	1250.4	P
Cry1	94421_r_at	98.7	A
Ceacam2	101907_s_at	-75.6	A
Copa	96854_at	6088.9	P
Actn1	92280_at	902.9	P
Prl3b1	98568_at	-16.4	A
A4galt	161085_r_at	361.2	P
Atp2a1	98126_s_at	71.4	A
Gsta2	101872_at	-255.1	A
Cdc34	162339_r_at	-59.5	A
Usp9x	99102_at	597.9	P
Arhgap29	96600_at	-27.4	A
Sult3a1	99854_at	-1.5	A
Syn2	160954_at	52	A
Eif1a	93058_at	3090	P
Gdnf	92738_at	2285.8	P
Hist2h2bb	94638_at	-107	A
Tufm	161120_r_at	669.9	A
Hgf	102898_at	175.8	A
Mat2a	160362_at	1991.6	P
Tsta3	94298_at	2736.6	P
Stx1b	101629_s_at	-41.9	A
Frmd5	93155_at	68.2	A
Ube2k	92547_at	2707.4	P
Cd34	160358_at	5.1	A
Cbfa2t3	95902_at	-1005.1	A
Zrsr2	103981_at	782.7	P
Kcnd2	99339_r_at	20.6	A
AA675035	101673_r_at	27.4	A
Hnrnpl	95232_at	1790.6	P
Wwp2	103717_at	1137.4	P
Tcfeb	104526_at	51.8	A
Mtx1	94277_at	1026.5	P
Srsf10	102046_at	261.1	P
Fkbp4	92809_r_at	2316.4	P
Wisp1	102044_at	1785.6	P
Rhod	95547_at	3320	P
Fbxo8	94917_at	359.5	P
Gcet2	101147_at	54.3	A
Xab2	160174_at	714.5	P
Gstp1	99583_at	27030.1	P
Pfn1	96070_at	4914	M
Nxt1	160429_at	1805.6	P
Rdx	101056_at	1818.2	P
Grb7	103095_at	864.8	A
Pik3c2g	94108_at	-228.2	A
LOC100502672	96555_at	16.6	A
Fkbp5	94297_at	588.7	P
Col6a1	162459_f_at	2067.4	P
Hmx3	92977_s_at	241.4	A
Clcn4-2	104704_at	617.6	P
Sfrp4	92469_at	-242.4	A
Klf6	98083_at	2331	P
Cx3cl1	98008_at	9958.3	P
Farsb	94494_at	1180.3	P
Wdr48	96654_at	432.9	P
Ndufv1	96267_at	10707.7	P
Vps4a	104711_at	2017.2	P
C79122	99818_at	-41.4	A
Sgpl1	96127_at	1601.2	P
S100a14	104594_at	45.7	A
Bnc1	93371_at	236	P
Cryl1	161779_r_at	200	A
Gimap1	92489_at	50.7	A
Fibp	99176_at	2303.8	P
Arglu1	95021_at	1143.9	P
Cxcl12	162234_f_at	2238.7	P
Ccr6	99899_at	331.3	A
Cmtm6	160312_at	646.7	P
Ephx1	101587_at	8073.8	P
Trim47	93187_at	2535.2	P
Ripk1	97091_at	412.1	A
Wnt7b	92404_at	-17.9	A
Ptpra	161811_f_at	-85.8	A
Aldh7a1	97449_at	1132	P
Ly6a	93078_at	41944.5	P
Cd247	102287_at	9.2	A
Chi3l3	92694_at	171.8	P
Ins1	97658_f_at	136.9	A
Ctsb	94831_at	13353.6	P
Pip4k2a	162503_f_at	278.2	A
Cops5	95460_at	2550.5	P
Dclre1a	104230_at	175.1	A
Stoml2	96289_at	2613.1	P
D7Bwg0826e	101211_at	-16.4	A
Spock2	104375_at	-129.8	A
Ssx2ip	96724_r_at	631.6	P
Hax1	101096_s_at	1987.9	P
Tat	96326_at	26.8	A
Gnaq	99981_at	143.1	P
Midn	104410_at	2248.9	P
Wnk1	94003_at	4641.1	P
Myl6b	97101_at	-118.7	A
St6galnac4	96682_at	320.8	A
Cyp1b1	161368_r_at	-67.3	A
Xpnpep1	101591_at	2025.8	P
Col10a1	92921_at	88.5	A
Ifit3	93956_at	384.7	P
Nid1	100120_at	81.1	P
Clcn5	161451_r_at	274	A
Mthfd2	161478_at	-21.1	A
Imp4	95428_at	896.5	P
Upf3b	162275_f_at	266.7	P
Tnpo2	104071_at	2419.2	P
Atrx	102030_at	230.4	P
Sfpi1	102641_at	59.5	A
Zcchc10	96189_at	63.7	A
Slc35e1	104475_at	539.5	P
Abcb8	104289_at	205.8	A
Kif5c	92433_at	-26.9	A
1110001J03Rik	94907_f_at	2688.7	P
Ugdh	102322_at	10209.8	P
Arnt	92529_s_at	524.6	P
Serpina3c	102706_i_at	-28.9	A
Actr1b	160786_f_at	666.6	A
Sept4	161234_f_at	-11.2	A
Gzmk	99398_at	-85.5	A
Klf9	93528_s_at	967	P
Stub1	160318_at	2681.5	P
Ndufv2	162327_f_at	810.4	P
Muc13	98000_at	217.2	A
Slc2a3	92292_at	32.9	A
Kifap3	100113_s_at	1133.3	P
Hspa1b	100946_at	2339.8	P
Arl4c	92185_at	1230.8	P
Cask	102248_f_at	2331	P
B3galnt1	98961_at	-43.8	A
Fam3c	97771_r_at	251	A
Plec	103855_at	2387.7	P
Thy1	99057_at	-146.6	A
Smu1	160177_at	4132.1	P
Vps53	103650_at	1844.5	P
2700099C18Rik	93441_at	725.9	P
Capzb	95141_at	1140.6	A
Wnt4	103238_at	-230.6	A
Orm3	102575_at	485.1	P
Psen1	161450_r_at	36.9	A
Aldh9a1	96243_f_at	1030.6	P
Rrs1	96778_at	1122.5	P
Pax8	96504_at	-89.6	A
Atg5	94225_at	1034.7	P
She	161099_at	210.5	A
Bglap-rs1	102801_at	150.2	A
Ddc	160074_at	65.8	A
Atp5c1	92798_at	6318.4	P
Lysmd2	103560_at	58.5	A
Inpp5a	97858_at	2346.5	P
Bphl	162248_f_at	285.5	P
Hey1	95671_at	241.5	A
Sema3b	161801_r_at	-115.3	A
Apba3	102750_at	711.7	P
Raly	98511_at	805.1	P
Ubp1	97304_at	1489	P
Stag2	92513_at	2737.5	P
Sh3glb1	98945_at	642.9	P
Ptger3	96588_at	-1.1	A
Gga2	160812_at	673	A
Tlk2	99827_at	-24	A
Sfpq	99620_at	541.9	P
Rpl36a	160081_at	8466.8	P
Kdelr2	162201_r_at	158.3	P
2810432L12Rik	95440_at	-63.5	A
Pcp4l1	97297_at	-16.2	A
Vta1	94488_at	1794.2	P
Rab10	101933_at	2502.7	P
Cradd	102951_at	-28.6	A
Lst1	103571_at	74.1	A
Trim41	101449_at	914.2	P
Dsp	94247_at	72.4	A
Ahcy	96025_g_at	6183.1	P
Suv39h2	102687_at	139.2	A
Asap1	100513_at	6872	P
Idh3g	162478_r_at	104.5	A
Dnase1l2	96770_at	-66.7	A
Prr15	92457_at	-39.6	A
Smap1	160196_at	735.9	P
Tax1bp3	162014_i_at	886.1	A
Hspd1	161140_r_at	320.4	A
Diap1	161990_f_at	1636.7	P
Mast2	160938_at	415.4	P
Fgf11	102574_at	173.4	M
Bop1	161599_i_at	-264.3	A
C78444	95972_at	-29.8	A
Timd2	103795_f_at	23.2	A
Bag2	161129_r_at	2068.4	P
Dmkn	96908_at	32.2	A
Gm4770	97563_f_at	-17.2	A
Ptger3	96589_at	1.1	A
Rps28	98085_f_at	50273.5	P
Noc4l	161241_at	93.3	P
Tomm7	160256_at	5401.4	P
Riok3	160301_at	1853.8	P
Myh11	97990_at	55.6	A
Ppp4c	95631_at	5795.1	P
Sema7a	93411_at	1284.9	P
Rps6ka4	93602_at	3051.1	P
Ipo4	161250_at	450.3	P
Mesdc2	95405_at	3180.1	P
Psapl1	100043_f_at	69.8	A
Cyp51	94916_at	2521.4	P
Pdlim3	101089_at	-12.2	A
Stmn2	95669_g_at	796.2	A
Il13	94168_at	-197.9	A
Cd80	93905_at	31.2	A
Spry4	98278_at	968.4	P
Cd2	95373_at	76.2	A
L1cam	99800_at	64.4	A
Lcn4	101176_at	-73.2	A
Dhrs7b	96483_at	-11.5	A
Mpo	100415_at	30.2	A
Flg	161981_r_at	-12.5	A
Rpl38	99626_i_at	60.2	A
Dll1	92931_at	-343.8	A
Cpn1	103882_at	57.4	A
1600012H06Rik	98891_at	382.9	P
Gpaa1	100911_at	1189.7	P
Ube2w	103582_r_at	732.3	P
Pde1c	100502_at	-12.9	A
Bri3	96037_at	3420.5	P
Pigq	162027_f_at	-417.9	A
Sarnp	92565_at	2236.9	P
D7Ertd59e	97120_at	88.2	A
Itgae	93961_at	-40.1	A
Mea1	94892_r_at	4313	P
Dhrsx	93238_at	2426.1	P
Nr1d1	98507_at	646.1	P
Med20	160724_at	494.3	P
Tmco1	160322_at	2196.7	P
LOC100504302	161087_r_at	-55.7	A
Zfp277	94937_at	401.5	A
Rpl27a	101573_f_at	24432.8	P
D15Ertd50e	102086_r_at	-22.8	A
Rpl13a	92834_at	3594.9	P
Gtf2e2	98515_at	1137.3	P
Parl	96641_at	3431.1	P
Cx3cr1	95335_at	461.2	A
Mtx1	161898_i_at	619.4	A
Wrn	102891_at	539.9	P
Rassf1	102379_at	329.5	P
Gabbr1	98011_at	588.9	A
LOC100503273	103535_at	158.4	A
Cct2	160442_at	339.2	A
Tead1	161383_r_at	1127.3	A
Aebp1	100411_at	56.9	A
C78441	97144_at	-69.2	A
Fzd8	99415_at	386.1	P
Rab33b	97058_f_at	830.1	P
Arl10	92370_at	791.4	A
Acot8	103386_at	493	A
Acaa1b	99571_at	173.3	A
Zfp326	102309_at	827.2	P
Cherp	96907_at	-249.5	A
Ccdc96	161577_f_at	-41.2	A
Csrp1	160065_s_at	8787.1	P
Polg	160439_at	70.5	A
Crxos1	95353_at	-94.5	A
Srp9	101579_at	1543.1	P
Zfp706	97462_at	4526	P
Flt1	98453_at	49.3	A
Ids	99883_g_at	2883.3	A
Kcnn1	97100_at	43.5	A
Fam164c	161102_at	-173.9	A
C9	104424_at	-377.1	A
Mea1	94890_at	14.4	A
Cisd1	161504_i_at	-81.7	A
Mrpl50	96861_at	732.3	P
Tor3a	161277_r_at	-180.4	A
Rsl1d1	162003_at	485.2	P
Ccdc52	103701_at	349.2	P
Synj2	100676_at	15.4	A
Atf2	162010_r_at	-21.3	A
Eif2s1	94253_at	3850.6	P
Sap30l	104453_at	2419.9	P
Tagln3	160185_at	-12.5	A
Otc	94414_at	99.8	A
Atp6v1a	95744_at	1487.8	P
Prep	100983_at	1648.2	P
Msh2	162009_f_at	455.5	M
Nfya	100469_at	700.4	P
Capg	161969_f_at	1438.9	A
Sry	99556_s_at	94.2	A
Csnk2a2	94482_at	2334.7	P
Dppa2	95584_at	97.3	A
Fbn1	162170_r_at	-76.3	A
Hba-a1	94781_at	340	A
Gosr2	94071_at	1494	P
Fam13b	104119_at	810.2	P
Gcnt2	95392_at	-166	A
Abcb1a	102910_at	-65.6	A
Trnt1	160847_at	1399.4	P
St6gal1	94431_at	384.5	P
Itih1	98014_at	-165.3	A
Rab3a	160524_at	-315.4	A
Dicer1	160957_at	125.7	A
Lamc1	161706_f_at	2102	P
Nrip1	103288_at	472	P
Hoxa10	92970_at	-15.9	A
Bola3	160178_r_at	119.6	A
Sap30bp	161662_f_at	-5.9	A
Cant1	162415_f_at	2048.8	P
Vmn1r45	95342_at	-10.4	A
Polrmt	160738_at	661.6	P
Ccl2	102736_at	1128.9	P
Tmprss2	103974_at	41.3	A
Nudcd2	96932_at	672.6	A
Kat2a	160745_at	901	P
Aurka	92639_at	1953.1	P
Macrod2	101440_at	225.8	P
Epb4.2	102908_at	69.4	A
Mug2	102973_f_at	-24.2	A
Etl4	97138_at	83	A
Spata13	100958_at	171.9	A
Slc4a4	98457_at	138.3	P
Diap1	160976_at	2140.4	P
Mcart1	97410_at	133.9	P
Srm	92540_f_at	1800.5	P
Aktip	101894_s_at	321.8	P
Hnrnpm	96266_at	5271.3	P
Tgds	103635_at	465.8	P
Rbpms	102399_at	-20.6	A
Pip4k2c	160693_at	567.3	P
Cbx5	95614_at	2720.3	P
Dnahc8	95299_at	-71.6	A
Cdk5r1	102664_at	118.3	A
St3gal4	95599_at	1094.3	P
Tceb1	94010_g_at	635	P
Ces1g	103519_at	247.7	P
Alppl2	103991_at	241.2	A
Syt2	101183_at	-126.2	A
Dpm1	92828_at	2286.8	P
Hsf2	101155_at	-99.4	A
Hist1h2bp	162169_r_at	-861.4	A
Txndc17	94242_at	3214.5	P
Spop	160096_at	1775.6	P
Ifi30	97444_at	132.8	A
Rest	103720_at	746.6	P
Fam108a	96242_at	280.5	P
Ptges	104406_at	66.8	A
Tnnc2	162325_f_at	683.5	A
Gkap1	162359_r_at	505.5	A
H19	93028_at	365.5	P
Figf	92365_at	806.9	P
Ank3	98477_s_at	-185.6	A
Sprr3	101762_at	-160.5	A
Map4k3	95675_at	2042.5	P
Hnf1a	100082_at	327.5	A
Neurod6	98857_at	-92.1	A
Ccs	103909_at	1298.6	P
Mc1r	101161_at	-38.1	A
Sec23a	104709_at	2165.1	P
Pnck	93910_at	81.6	A
Inpp4a	161063_r_at	1607.2	A
Fmnl1	92482_at	155	A
Cops2	98539_at	1431.6	P
Oaz2-ps	101000_at	1867.8	P
Cfl2	97549_at	1026.6	P
Cxcl2	101160_at	-21.8	A
Btrc	96224_at	320.3	P
Cpsf2	160542_at	427.9	P
Nr1h4	97969_at	252.2	P
Omt2b	98578_at	-262.8	A
Sc5d	102769_f_at	625	P
Ntrk3	95334_at	-94.8	A
Grap2	102633_at	39.2	A
Ptcra	98354_at	311.8	A
Spcs2	96855_at	3769.9	P
Idh2	95693_at	1786.4	P
Casp9	103711_at	291.3	P
Cckbr	101344_at	1245	A
H2-Ke2	95158_at	3115.2	P
Zfp777	104353_at	51.3	A
Neurod2	98808_at	-247.7	A
D230025D16Rik	160735_at	631.3	P
Bcl2l11	99419_g_at	189.6	A
Utp18	103056_at	1171.4	P
Ccdc90a	103361_at	61.3	A
Krt20	95621_at	126.9	A
Cd9	95661_at	13646.1	P
Hspbp1	100987_f_at	869.2	M
Pygo2	104339_at	545.5	P
Pbx3	93616_g_at	310.5	P
Fam134b	95518_at	2732.4	P
Fbn1	101090_at	363.4	P
Ccne2	97182_at	200.3	P
Get4	99447_at	168.7	A
2610029G23Rik	161520_at	-33.8	A
Pygb	97489_at	926.3	P
Fbxw5	96798_r_at	-23.8	A
Rasa1	99467_at	2548	P
Snw1	104158_at	715.2	P
Stat5a	100422_i_at	1335.8	P
Rprd1b	161532_f_at	49	A
Ptma	100718_at	14120.3	P
Chrm4	101821_at	-267.1	A
Sdpr	160373_i_at	2379.2	P
Inhba	100277_at	3369	P
Pf4	104571_at	-36.2	A
Ttc39b	161306_r_at	-48.3	A
Tfb2m	92568_at	795.6	P
Larp4b	98912_at	1182.8	P
Pnliprp1	92601_at	-29.4	A
Glg1	94364_at	3284.9	P
Dyrk1a	92383_at	363.5	P
Hdc	93328_at	29.6	A
Pcsk5	92192_s_at	-102.4	A
Ldhb	161945_at	-22	A
Pigyl	94495_at	31.7	A
Pold4	94843_at	4420.3	P
Osmr	102255_at	4333	P
Slfn2	92471_i_at	1661.4	P
Cdc34	94048_at	2345.9	P
Cdk8	96726_at	1523.3	P
Sf3b5	95732_at	2830.9	P
Rpl10	98342_at	33540.5	P
Rps3	101137_at	25820.9	P
Relb	162372_f_at	112.7	A
Rabep1	101381_at	460.2	P
Igh-VS107	97720_at	6.3	A
Ik	160397_at	951.7	P
Rnf8	99028_at	473.3	P
Serpina3n	104374_at	-534.8	A
Col6a2	93517_at	2335.8	P
Dnajc19	94925_at	617.9	P
Art2a-ps	99403_at	-60.8	A
Six4	92999_at	451.8	P
AA408396	94667_at	447.1	A
Tgfb3	161382_at	56.5	A
Psma4	97459_at	7764.3	P
Alox15	98758_at	-110.1	A
Sfxn1	92831_at	2051	P
Olfr16	102554_at	-219.7	A
Gm1673	100466_f_at	1522.4	A
Daxx	96125_at	1384.3	P
Celf2	97255_at	598.2	P
Srp19	160343_at	613.2	P
Snip1	104349_at	766.9	P
Nes	103549_at	195.3	A
Rasa4	160965_at	1880	P
Plat	93981_at	3922.1	P
Gm4964	101348_at	-117.7	A
Igfbp4	101571_g_at	20703.2	P
Gap43	102389_s_at	84.9	A
Daglb	93448_at	1091	A
Mrps24	101085_at	1466.5	P
Il1rap	103769_at	536.2	P
Hoxd10	103741_at	-40.8	A
Il17ra	99991_at	688.4	P
Rbm26	160600_at	63.3	A
Tnfaip1	93215_at	1079.1	P
Tyrp1	161538_r_at	-11.5	A
Stim1	100952_at	321.6	P
Atp6v1c1	160124_r_at	2738	P
Chga	92422_at	-799.6	A
Gypa	102770_at	631.8	A
Prph	104751_at	-28.9	A
Apbb1	99014_at	863.2	P
Fam98a	95451_at	3518.6	P
Acvrl1	100448_at	282.5	A
Ppm1m	161992_at	34.1	A
Lat2	161899_f_at	5.7	A
Scgb1a1	94291_at	87.4	A
Apoa5	95729_at	-81.6	A
Itgax	104308_at	303.6	A
D1Ertd164e	95871_at	-38.1	A
Arg1	93097_at	71.9	A
Klf1	100452_at	1896.3	P
Xpot	161797_r_at	27	A
Usp18	95024_at	700.9	P
1110001J03Rik	94908_r_at	-4.5	M
Mtf1	100018_at	-203.9	A
Clcn5	101913_at	146	A
Zbtb12	92656_at	153.4	A
Phf7	162304_r_at	57.6	A
Cnn1	99942_s_at	737.8	A
Ccna2	99186_at	3929.4	P
Slc12a4	92450_at	1629.5	P
Robo3	102081_at	217.3	A
Aqr	104549_at	1506.7	P
Ddx21	94361_at	2166.2	P
Mtch1	95689_at	2185.1	P
Lmo7	93451_at	2592.9	P
Prph	161482_f_at	71	A
Atp4b	100501_at	-234.2	A
Smpd2	101940_at	584.5	P
Vmn2r1	101742_at	-12.5	A
Eml5	99347_f_at	1.8	A
Rfc3	160072_at	632.7	P
Amacr	95588_at	48.8	A
Ikzf1	102293_at	-29	A
Btk	92668_at	-43	A
Cd6	92204_at	-339.7	A
D1Pas1	93201_at	-87.2	A
Rdh16	102013_at	-234.3	A
Tyrp1	97954_at	-99.1	A
Hps4	92386_at	5.3	A
Defb2	97782_at	231.6	A
Slc7a9	92699_at	90.3	A
Kit	99956_at	14.2	A
Pde1a	160861_s_at	59	A
Gata2	161820_f_at	-47.3	A
Mb	100615_at	-1.2	A
Slc26a2	95935_at	-99.8	A
6330403K07Rik	161993_r_at	46.4	A
Tspo	93042_at	32003.7	P
Ndufb5	97307_f_at	9436.4	P
Gtf2f1	103762_at	1966	P
Wfdc12	161317_r_at	50.5	A
B3galt1	101725_at	-269.2	A
Kcnk7	95381_at	1.1	A
Faf1	161364_f_at	233.4	P
Tmod3	99013_f_at	11326.1	P
Pcsk5	92194_at	228.9	M
Mlycd	103622_at	499.7	P
Srsf9	96834_at	4432.9	P
Abcd4	93867_at	425.9	P
Dcps	94067_at	935.6	P
Kif1c	160679_at	925.3	P
Fkbp10	99082_at	145.8	A
Csde1	92623_at	6314.5	P
LOC639910	97169_f_at	-49.3	A
Txnrd1	99985_at	5880.8	P
Mapre3	162332_f_at	-4.1	A
Cxcr2	94137_at	91.6	A
Pcdh7	101796_at	145.6	A
Zfp467	104731_at	-16.4	A
H2afx	93019_at	5459.9	P
Lepr	100430_at	-67.2	A
Prkar1a	96852_at	9565.1	P
Rcor1	104558_at	1007.7	P
Pcgf5	103508_at	204.9	P
Zfp161	96474_at	156.1	A
Mapre2	102037_at	-85.5	A
Numa1	94976_at	1655.1	P
Pycrl	160197_at	1331.8	P
Hoxd12	99427_at	-2.4	A
Tnfsf9	92415_at	205.7	A
Casq1	102426_at	124.9	A
Wdr48	96656_at	701.2	P
Akap17b	95913_at	134	A
Igh-5	101157_at	694.3	P
1110054M08Rik	92941_at	-7.2	A
Pah	95407_at	34.5	A
Slc6a2	99409_at	-375.6	A
Spr	97886_at	1086.5	P
Capns1	100610_at	5634.7	P
Kcnc1	103208_at	-74.9	A
Stag1	92478_at	341.5	P
Ctnna1	161254_r_at	62.8	A
Ifnar2	101015_s_at	748.1	P
Kcnab2	102892_at	73.8	A
Tm7sf2	92437_at	-280.5	A
Sin3b	93790_at	213.7	A
Uqcrc2	102000_f_at	2215.3	P
Casp9	100366_at	747.4	P
Coq7	93582_at	741.1	P
Pmm2	101949_at	254.7	M
Msl2	104186_at	137.2	A
Enpp2	161350_f_at	-33.3	A
G3bp1	103642_at	5572.9	P
Pkd1	97375_at	522.4	P
Ptger1	99998_at	-105.9	A
Itgav	104386_f_at	8209.7	P
Hsf1	100451_at	551.5	P
Nt5c3l	162046_at	50.7	A
Drd2	97776_at	189.3	A
Mzt2	104301_at	1456.3	P
Gnpnat1	94369_at	1029	P
Abcd2	92913_at	-62	A
Lysmd1	93165_at	121.9	A
Rnf2	97506_at	1688.9	P
H2-Q1	92222_f_at	35.6	A
Rcl1	98923_at	588.7	P
Krt72-ps	95528_at	114.6	A
Fbxo3	103379_at	1276.7	P
Ica1	162422_r_at	-324.9	A
Znrf2	99574_at	586.1	P
D730040F13Rik	104661_at	224.6	P
l7Rn6	98934_at	2377.1	P
Pim2	101926_at	257.5	A
Miip	162028_f_at	-384	A
Junb	102363_r_at	2215.9	P
Lama3	97790_s_at	-161.8	A
Cdx4	98347_at	-48.8	A
Rhou	96747_at	188.6	A
Igk	101332_at	28.5	A
Pcp4	160899_at	12.4	A
Igj	102372_at	149.6	A
Map3k7	161672_at	54.2	A
