GENE_SYMBOL	ID_REF	VALUE	ABS_CALL
Srrm1	93521_at	2210.2	P
Rab5a	94478_at	2847.3	P
Gyk	97525_at	456	P
Rdh11	99592_f_at	2210.7	P
Tbx15	100354_at	43.4	A
Stc1	103292_at	78.7	A
Kdm1a	98889_at	83.2	M
Pdx1	98821_at	71.6	A
Hoxa5	103086_at	199.3	A
D9Ertd720e	96520_at	51.2	A
Pgrmc2	161447_f_at	210.7	A
Xrcc2	94172_at	409.9	A
Zfp316	93442_at	332	A
Epn2	102333_at	3257.4	P
Defb1	100882_at	68.1	A
Krt32	97767_at	411	A
Adrb3	92536_at	-327.3	A
Hsd17b1	92557_at	58.5	A
Serpina1c	100329_at	-164.8	A
Agap1	92397_at	1059.4	P
Dazap1	97372_at	556.4	P
Cpsf4	101371_at	646	P
Ptpra	100908_at	2058.9	P
Igh-2	97009_f_at	-182.2	A
Atp6v0a2	160960_at	471.1	P
Aatk	100994_at	148	A
Ctnnb1	160430_at	7189.2	P
Galm	161594_f_at	227.2	A
Chek2	92481_at	727.1	P
Ulk1	102332_at	738.9	P
Clk4	101936_at	791.5	P
Ptgs1	161694_f_at	225.5	P
Mtap7	93729_at	155.5	A
C80425	92520_at	41.8	A
Atp5g2	102134_f_at	4011.8	P
AF251705	104023_at	44.9	A
Vsnl1	92995_at	40.8	A
Kcnj11	98787_at	-2.6	A
Capn3	103272_at	652.2	A
Kctd9	100982_at	370.9	P
Rrad	97319_at	233.5	P
Ankrd11	92451_at	-451.2	A
Kcnj2	98823_at	-83.2	A
Ints5	96121_at	1240.6	P
Pip4k2a	95358_at	1427	P
Tomm34	104532_at	1697.3	P
Usp48	104092_at	825.2	P
D8Ertd67e	95863_at	12.2	A
Itgae	93961_at	25.2	A
Spry4	98278_at	833.7	A
Neurod6	98857_at	-26.5	A
Cd36	93332_at	-44.7	A
Yap1	161308_f_at	201.7	M
Capn9	99833_at	163.5	A
Slc3a2	99133_at	7923.4	P
Rpl39	94844_at	33.6	A
Cse1l	104317_at	1579.2	P
Tbc1d10a	161791_r_at	136.2	A
Ints7	100004_at	796.3	P
Eif2ak4	94941_at	470.5	A
Lrrc8a	104250_at	2110.7	P
Defa6	93862_i_at	-248.6	A
Cit	93686_s_at	633.1	A
Gon4l	95580_at	50	M
Pip4k2c	160693_at	473.1	P
Uty	95337_at	-37.2	A
Tigd5	161606_f_at	350.7	A
Cdca7	95063_at	1494	P
Maf1	93490_at	5542	P
Foxa2	93950_at	-312.4	A
Ndp	92976_at	-8.3	A
Slc4a5	96599_at	-60.5	A
C030006K11Rik	103331_at	596.6	P
Csn1s2a	100463_at	-239	A
Apobec2	97236_r_at	-385.2	A
Gstm5	100631_r_at	825	A
Oit1	94370_at	-41.4	A
C79709	99819_at	53.1	A
Cyp7a1	99404_at	87	A
Ncam2	96582_at	-24.9	A
2610001J05Rik	161136_r_at	121.7	A
Cdc6	103821_at	1462.2	P
Mmp8	94769_at	-799.6	A
Ankrd2	97786_at	67.6	A
Lifr	104658_at	-38.1	A
Nup188	103694_at	1054	P
Fgb	96868_at	-96.1	A
Chgb	92842_r_at	-66	A
Pdcd2l	160448_at	883	A
Wtap	94346_at	596	P
Cdkn2aipnl	160125_at	2392.1	P
Sac3d1	97891_at	853.2	A
Nmi	101424_at	340.1	P
Cyp4v3	160611_at	139	A
Limk2	99606_at	620.5	P
D2Ertd63e	95862_at	269.1	A
Nfatc2ip	100699_at	-74.9	A
Tpd52	160249_at	1383.1	P
Smc2	97421_at	3030.4	P
Hltf	92345_g_at	611	P
Esd	92553_at	21890.6	P
Tkt	101964_at	5418.3	P
Pdpk1	160578_at	1084.4	P
Scd2	162077_f_at	6710.9	P
Itga4	102656_at	70.3	A
Eif3l	162283_r_at	51.7	A
Tgfbr3	102637_at	81.4	A
Gtf2f1	103762_at	1948.9	P
Fgr	94697_at	303.9	A
Tmprss2	103974_at	145.2	A
D13Ertd37e	102138_at	-37.4	A
Zfp161	96836_r_at	163	P
D4Ertd58e	101688_at	40.3	A
Slc39a1	100373_at	-198.2	A
Lbr	160890_at	2056.8	P
Spast	103585_at	332.7	P
Ncor1	101536_at	896	P
Stc2	102624_at	-33.4	A
Prl6a1	93628_at	-171.4	A
Prpf39	161795_r_at	-125.5	A
Gpx4	94897_at	4008.8	P
Mag	102405_at	-101.5	A
Trim47	93187_at	4011.6	P
Hoxc5	95312_at	169.9	A
Angpt2	92210_at	247.9	A
Junb	102363_r_at	3262	P
Wee1	101458_at	485.4	P
Tsr1	93488_at	1177.4	P
Ddx54	95433_at	1158.5	P
Prkab1	160808_at	1246.1	P
Serpina3g	102860_at	-940.3	A
Itgav	104386_f_at	7324.6	P
Col13a1	102262_r_at	-158.7	A
Ap2m1	93362_at	12660	P
Ube2v2	160247_at	736.2	P
Tnfrsf9	103509_at	547	P
Dalrd3	161766_i_at	-74.7	A
Fmr1	161875_at	105.4	A
0610010O12Rik	97242_at	812.4	A
Osta	160978_at	265.1	A
Ptpn18	92273_at	-9.6	A
Gpn1	103406_at	1191.8	P
Sptlc2	100893_at	2277.6	P
Igj	102372_at	118.4	M
Stac	161764_r_at	48.6	A
Clec16a	103999_at	372.6	P
Ccl2	102736_at	6519.2	P
Mut	99613_at	1362.4	P
Lrrc23	161392_f_at	142.3	P
Itpr2	101441_i_at	125.8	A
Alg5	95590_at	975.5	P
Ak3	160233_at	-68.4	A
Ptprc	101297_at	49.5	A
Nae1	93794_at	2876.1	P
Kpna6	160624_at	401.1	P
Haus3	161076_at	1339.5	P
Pak2	97823_g_at	1852.8	P
Copa	96854_at	6124	P
Rpia	103322_at	1487	P
Sec62	160136_r_at	3068.5	P
Gnl2	101582_at	340.9	P
Angpt1	96510_at	910.1	P
Mcart1	97410_at	257.3	A
Ahr	160495_at	1364.1	P
Ncor2	95129_at	1664.1	P
Mep1b	162186_r_at	277.2	A
Eif4a3	101485_at	7027	P
Pdhb	94806_at	3308	P
Prkar2a	97096_at	631.9	P
Cxx1a	99609_at	1.3	A
Pkp3	160944_at	-466.7	A
Gpc1	104614_at	5619.9	P
Lifr	97006_s_at	108	A
Gapdh	97751_f_at	11169.9	P
LOC100044729	94389_at	1210.7	P
Slfn2	92471_i_at	631.6	P
Rnf2	93164_at	301.2	P
Prdx4	93495_at	10013.6	P
Anxa8	97529_at	12319.9	P
Acvrl1	100449_g_at	62.9	A
Pkib	102858_at	248.5	A
Mrpl11	98876_at	1039.8	P
Vsx2	161711_f_at	-26.5	A
Hes5	161051_at	230.3	A
Hsbp1	93743_at	2090	P
Arnt	92529_s_at	307.8	P
Bcl2l13	97284_at	1664.3	P
Tmem205	95442_at	1666.4	P
Nrcam	92293_at	26.3	A
Gnl3	98948_at	989.5	P
Thbd	162023_f_at	690.4	P
Ddx1	161386_f_at	806.8	P
Arcn1	94512_f_at	736.4	P
Slc4a8	97099_at	-60.1	A
Map3k2	101175_at	-152.2	A
Otud4	160728_r_at	-96.5	A
Mmp12	95339_r_at	-37.2	A
Mep1a	100542_at	-84.9	A
Ncan	98798_at	155.1	A
Mlf2	95726_at	4918.6	P
1110054M08Rik	92941_at	-86.7	A
Ifi202b	161173_f_at	246.4	P
Lrba	104264_at	339.2	A
Slc5a1	94357_at	-276.1	A
Robld3	99164_at	1451	P
Rpf1	97802_at	885.2	P
Zkscan5	94434_at	565	P
Tra2b	160364_at	4978.2	P
Cyp1b1	99979_at	3163.6	P
Krtap3-3	97469_at	-569.2	A
Tspan12	160678_at	138	P
Gucy2e	98727_at	-249	A
Ncs1	92416_at	1058	A
Csnk1a1	99650_at	4874.4	P
Mt3	95340_at	1400.4	A
Blnk	100772_g_at	282.8	M
LOC625360	102254_f_at	-124.6	A
Stag2	104595_at	701.1	P
Ica1	162422_r_at	104.1	A
Cks2	97527_at	6329.9	P
Vps4a	104711_at	2128	P
Sspo	95986_at	365.8	M
Prss32	104185_at	173.5	A
Ift20	101518_at	393.9	P
Exosc10	96136_at	106.3	A
Cfl2	162088_r_at	132.6	A
Ttc39b	93462_at	245.6	A
Afp	161629_i_at	58.7	A
Ptprcap	99478_at	962.5	A
Ufm1	96739_at	225.7	A
Xrcc5	161686_i_at	17.8	A
Mypop	103388_at	3891.8	P
Urm1	103624_at	807	P
Rfc2	160759_at	2482.7	P
Ndufs3	96899_at	5646.5	P
Cd276	161166_i_at	461.7	P
Plekha5	103551_at	698	P
Epha8	102682_at	560.7	A
Rab11a	96238_at	878.2	P
Ctrb1	160421_r_at	388.1	A
Ndst1	93590_at	698	P
Ccdc101	104593_at	225.5	P
Cdca3	94217_f_at	1055.3	P
Pcsk4	104674_s_at	-362.2	A
Mrc2	100759_at	407.1	A
Krt85	99569_at	172.8	A
Rpn1	161400_f_at	3142	P
Ptbp2	160374_r_at	79.5	A
Mmp14	160118_at	7900.4	P
Pnn	94239_at	489.2	P
LOC541456	97707_at	51.8	A
Ppnr	101186_at	105.8	A
Grcc10	94206_at	6176.8	P
Ctla2b	103518_at	953.5	P
Gata6	104698_at	70.6	A
Ccr1	99413_at	4	A
Zfp259	103096_at	310.2	A
Cyth2	93492_at	2600.9	M
Pkd2	100951_at	1449.2	P
Epc1	103263_at	857.6	P
Tlk2	99827_at	-64.5	A
Cript	93760_at	5267.8	P
Grik5	162074_r_at	178.2	A
Mrpl36	96098_at	678.5	P
Adrb2	93193_at	211.4	A
C77545	95965_at	111.7	A
Mrps28	98610_at	833.3	P
Abcb8	104289_at	681	A
C78651	95875_at	388.1	P
Frg1	100978_at	397.3	P
Pole3	160743_at	1674.4	P
2610201A13Rik	95927_f_at	169.5	P
2810417H13Rik	100116_at	4673.1	P
Smarca4	92687_at	-94	A
Isyna1	160337_at	48.3	A
Gpr27	97151_at	650.6	A
LOC100505002	97574_f_at	-111	A
Cdc25a	97390_at	355.5	P
Zbtb12	92656_at	207.8	A
Pja1	101462_r_at	283.6	P
Parp16	161112_at	721.8	P
Lsm14b	103449_at	1358.1	P
Zfp787	103478_at	184.8	A
Trpc4ap	95602_at	6546.9	P
Atf3	104156_r_at	494.1	A
Lyz2	162309_at	-72.5	A
Syn2	160954_at	97	A
Alb	94777_at	73.9	A
Kif5a	98827_i_at	-21.3	A
Phyh	96608_at	54.7	A
Polr2g	94073_at	4666.3	P
Yme1l1	97102_at	198.7	P
Ly6d	162216_i_at	43.7	A
Phldb1	96206_at	993.7	P
Clns1a	93812_at	2125.6	P
Stab1	96886_at	65.2	A
Tspan8	103494_at	-117	A
Capn2	101040_at	6092.8	P
Cdca5	161332_f_at	980.8	P
Il12rb2	99323_at	-12.3	A
Mprip	94899_at	14296.3	P
Zeb1	161595_at	-26.2	A
Matr3	96012_f_at	8483.9	P
Cenpv	160204_at	1775.3	P
Eng	100134_at	1050.5	P
Fam76b	104193_at	799.5	P
Cpt1a	93320_at	3824.1	P
Npc2	160344_at	11137	P
Dad1	162175_at	-2.5	A
Tuba8	104682_at	1147.4	P
Mcm3	100062_at	2210.4	P
Rgl1	92671_f_at	-59.8	A
Tubb5	94788_f_at	30092.7	P
Spic	103454_at	-10.9	A
Colq	100389_at	946.7	A
Prdx2	100331_g_at	17200.6	P
Psmc4	95672_at	588.2	A
Mafg	93406_at	478.3	P
C81600	101612_at	-52	A
Smpd1	161789_r_at	14.4	A
Meg3	160172_at	-931	A
Cma1	102407_at	34.7	A
Ubxn1	97241_at	2024.9	P
Pde9a	102338_at	-574.3	A
Ddx27	95540_r_at	138.7	A
Slc39a8	97442_at	-5	A
St6galnac1	100382_at	-14.3	A
Pacrgl	104447_r_at	257.2	P
Uchl1	96244_at	211.9	A
Tyk2	97573_at	-19	A
Stk11	160372_at	546.9	P
Atp6v1b2	92598_at	2592.9	P
Bub1	104097_at	1389	P
Pms2	104454_at	141.8	A
Rwdd4a	160990_r_at	134.9	A
Ndfip2	160263_r_at	620.3	P
Timm8b	97477_at	1830	P
Ap2a2	100492_at	1708.4	P
Csf1r	104354_at	267.4	A
Dohh	99078_at	610.7	P
Mogs	96139_at	230.4	P
Gsbs	98292_at	90.2	A
Dlx2	92332_at	150.1	A
Btbd1	94878_at	1693.8	P
Clec16a	162146_r_at	78.6	P
Gnai2	99598_g_at	14462	P
Rgs19	103604_at	28.7	A
Wwtr1	95627_at	2440.4	P
Cadm1	93605_r_at	31.8	A
Rcl1	98923_at	402.8	P
Dusp9	102925_at	62.7	A
Sparc	97160_at	13522.2	P
Sema5b	97791_at	615.5	A
Tln1	102732_at	291.6	A
Spink3	96630_at	4.4	A
Map4k2	103985_at	134.3	A
Pipox	101844_at	306.3	A
Ly75	103258_at	635.6	P
Id2	93013_at	3599.9	P
Slmo2	96871_at	2689.3	P
Sart1	98449_at	574.2	P
Slc7a6	100417_at	744.1	P
Rps27l	160389_r_at	2287.8	A
Dgat1	104371_at	1771.1	P
Arf3	96587_at	1271.8	P
Dusp16	97740_at	254.7	P
Rbm14	162067_at	-68.6	A
Tmem129	161542_r_at	764	A
Prkd1	94087_at	49.9	A
Adssl1	98435_at	117.3	A
Rapsn	102300_at	319.9	A
Cd80	93906_s_at	148.7	A
Ormdl3	98065_at	1042.4	P
Anxa11	102815_at	3440.9	P
Zw10	104757_at	64.3	P
C80060	96484_at	-93.9	A
Kcnj9	98332_at	145.6	A
Artn	101278_at	212.8	A
Brd8	97892_at	599.2	P
Hal	92833_at	22.1	A
Vkorc1	95709_at	3101.6	P
Fmo5	160088_at	-188.9	A
Tmem160	97356_at	3376	P
F13b	97435_at	23.7	A
Dab2	98045_s_at	1396.1	P
Cma1	102408_g_at	-1266.5	A
Prl7a1	101874_s_at	-30.9	A
Edil3	94051_at	-0.1	A
Zfp46	102882_at	208.6	A
2900092E17Rik	162165_f_at	1541.9	A
C76336	103778_at	99.8	A
Pfn1	96070_at	2902.1	A
Serpinb9	98405_at	878.5	P
Bbs9	102881_at	618.6	P
Mtmr1	103264_at	411.9	P
1700113A16Rik	161310_at	19.2	A
Kcnab2	162182_f_at	82.2	A
Trio	104053_at	537.8	P
Prkcdbp	97496_f_at	86.4	A
Myl6b	97101_at	-34.6	A
Mrps18a	94326_r_at	1675.6	A
Nfkbiz	98988_at	1287.1	P
Soat2	99431_at	199.4	A
Nudt3	101977_at	2456.1	P
Serpina3n	104374_at	194.2	A
Flii	97593_f_at	3421.2	P
Slc1a1	104747_at	-63.1	A
Hipk1	103262_at	106.8	A
Cnih	97528_at	5911.8	P
Snx10	94556_at	501.3	P
Serpina1a	101572_f_at	86.9	A
Ace2	160986_r_at	-23.3	A
Atf4	100599_at	13009.2	P
1810008A18Rik	161022_at	235.2	P
Il12b	100779_at	115.5	A
Ccdc52	103701_at	546.8	P
Srsf11	96609_at	1875.8	P
Igk	99405_at	192	A
Omp	99407_at	77.2	A
Ly6g	101820_at	177.5	A
Psmb3	94025_at	9505.7	P
Zbtb46	161011_at	150.5	P
Gm4983	161128_r_at	153.2	P
Mfap5	99517_at	128.8	A
Ryr3	101830_at	228.7	M
Col6a3	101110_at	4581.2	P
Wdfy2	161723_at	229.1	A
Prss32	162205_f_at	567.2	A
Numb	99955_at	382.5	P
Rbl1	104476_at	1259.5	P
Cp	92851_at	5337	P
Ica1	98484_at	204.7	A
2610201A13Rik	161134_at	206.8	A
Ppt2	98426_at	496	P
Irg1	98773_s_at	86	A
Bdkrb2	98387_at	-328.5	A
Dmap1	96793_at	505.2	A
Stag1	92478_at	457.4	P
Pira1	95784_at	-33.5	A
Nudt4	160189_at	3822.5	P
Mfsd7c	160622_at	-1.2	A
Ube2d3	93491_f_at	929.6	P
Rhog	97927_at	691.7	A
Wnt6	103735_at	-40.1	A
Emid1	93689_at	976.2	A
Spint1	97206_at	-145.5	A
Tcf15	97717_at	60.1	A
2610101N10Rik	98134_at	217.5	P
Scg5	100131_at	23.3	A
Il10rb	99491_at	4363.4	P
2310061C15Rik	160858_at	835.2	P
Tnnc2	162325_f_at	578.9	A
Timm17b	96668_at	4709.8	P
Dgcr14	160574_at	241.2	A
Actb	AFFX-b-ActinMur/M12481_M_at	75785.5	P
Rab35	103792_at	-611.8	A
Emcn	94997_at	54.9	A
Pdzd11	99156_at	2335.6	P
Foxo4	96987_at	1894.7	A
Hist1h2ba	93889_f_at	844.9	P
Ankzf1	161333_f_at	42.9	A
Got1	93489_at	70.2	A
Gnas	92672_at	86.3	A
Acyp2	104258_at	633.6	P
Tapbp	162104_f_at	2007.3	P
Pomp	94014_at	5000.3	P
Itgb2l	94171_at	80	A
Naa11	160945_at	49.2	A
Grpel2	102761_at	746.2	A
Vnn1	104165_at	76.7	A
Mrps21	94912_at	4132.1	P
Mnat1	161557_at	526.9	P
Osbp	103348_at	1180.7	P
Kifc2	93891_at	116.2	A
Abcf2	93845_at	1310.5	P
Laptm4b	100571_at	3036	P
Cacna1h	160953_at	161.1	A
Hoxa11as	93873_s_at	-35.5	A
Actg1	96573_at	45122	P
Efs	96195_at	144.7	A
Ptprd	93896_at	-289.1	A
Pdlim1	161348_r_at	987.4	P
Adipoq	99104_at	-50.3	A
Cbfa2t2	97406_at	864.4	P
Tnfrsf1a	161194_r_at	-202.9	A
Gtf2i	94296_s_at	1176.3	P
Slc7a5	104221_at	1796.2	P
Rps4x	100780_at	39466.6	P
Plk1	101350_g_at	3294.6	P
Mpzl2	94125_at	-16	A
Atm	101180_at	218.5	A
Pex14	100027_s_at	2176.9	P
Crem	100533_s_at	312.3	P
Tex2	100296_at	523.6	A
Car8	102773_at	77.7	A
Hus1	92504_at	310.4	A
Btd	95469_at	628	A
LOC100504302	161087_r_at	54.9	A
Eif5b	98141_at	184.5	A
Plekho1	95151_at	-472.8	A
Pcx	AFFX-PyruCarbMur/L09192_MB_at	129.7	A
Nkx3-1	97157_at	-78.3	A
Sec23b	98944_at	2546.2	P
Tspan5	92426_at	-76.5	A
Rapgef4	92659_at	79.3	A
Tubb2a	94835_f_at	10681.7	P
Sdhd	92574_at	5843.4	P
Spef1	93475_at	560.4	P
Hmgb3	98038_at	5455.9	P
Bsg	101078_at	8385.6	P
Qars	94868_at	3276.6	P
A430005L14Rik	101057_at	1215.1	P
Kif2a	99962_at	761.3	P
Rnpep	160351_at	1208.4	P
Enpp2	97317_at	73.9	A
Socs3	162206_f_at	2718	P
Ggps1	98970_at	332.4	P
Semg1	94639_at	-237.9	A
Ndrg1	96596_at	3422.2	P
Mapk8ip3	160880_at	295.3	M
Tcea1	101527_at	3995	P
Hsp90aa1	95282_at	15434	P
2410022L05Rik	96779_f_at	947.5	P
1500011H22Rik	160749_at	663	P
Klf4	99622_at	2139.2	P
Slc12a7	104719_at	527.9	P
Cdt1	94024_at	4169.2	P
Cbx7	97555_at	3.2	A
Rusc1	95544_at	509.8	A
Zfp1	92444_f_at	602.8	P
Fxyd2	94827_at	-372.7	A
Cd247	102287_at	68.7	A
Kcnc3	92347_at	95	A
2900010J23Rik	96658_at	5862.6	P
Cd93	93454_at	187.5	A
Sema4f	92460_at	1936.7	P
Vdr	99964_at	2349.6	P
Atp4b	100501_at	105.2	A
Syf2	96341_at	1059.7	P
Sardh	96763_at	714.4	P
Adck1	102154_f_at	27.5	A
Hist1h3i	96416_f_at	14415.1	P
Zfp259	161881_f_at	446.6	P
Tnfrsf18	104662_at	47.6	A
Hsp90ab1	161761_r_at	384.8	A
Prg2	92728_at	-351.4	A
Nol7	160398_at	723.3	P
Rbm4	100546_at	23.1	A
Ndn	94811_s_at	-232.7	A
Atoh1	102569_at	-22	A
Tln1	99448_at	1739.2	P
Smap2	96219_at	1287	P
Actr2	104168_at	979.1	P
Cd14	98088_at	2981.6	P
Slc35a2	93558_at	275.1	P
Irs2	92205_at	-72.7	A
Eya1	94706_s_at	637.1	A
Lysmd2	103560_at	61.5	A
Rnaseh2b	97164_at	1767.7	P
Ccdc47	94069_r_at	93	A
Hoxa11as	161670_f_at	-15.6	A
Tmem214	162455_f_at	-96.6	A
Zfp444	99466_at	397.6	P
Htra1	96920_at	13659.7	P
Gapdh	AFFX-GapdhMur/M32599_5_st	-89.9	A
Odf1	101968_at	210.5	A
Fgg	93096_at	6	A
Dnajc3	102415_r_at	793.7	P
Larp7	98016_at	314.9	A
Pycr2	160339_at	2320.8	P
Clcn5	101913_at	363.1	P
Rps27	96301_at	1053.9	P
Ncoa3	102024_at	58.5	A
Oxsm	101610_at	127.3	P
Fam3b	93162_f_at	-63.6	A
Rnf34	101481_at	361.7	P
Rbpjl	92493_at	186.3	P
Cyp1a1	94715_at	304.4	A
Pde8a	160941_at	-145.6	A
Lcn2	160564_at	24420.2	P
Ldb1	160498_at	1379	A
Tle1	102425_at	263.8	P
Tchh	160586_r_at	2.1	A
Rab25	160731_at	503.6	A
Wnk2	93410_at	43.8	A
Bid	98433_at	1462.8	P
Hnrnpu	93761_at	180.8	A
Ywhaz	97544_at	10043.4	P
Fbl	160503_at	5835.2	P
Lifr	104659_g_at	234.8	A
Npc1	98114_at	1122.9	P
Nedd4l	103906_f_at	669.6	P
Arhgef7	98434_at	1095.6	P
Aak1	162380_r_at	561.7	A
Cela1	93783_at	386.5	A
Tm9sf3	96275_f_at	93.7	A
Egfr	101842_g_at	91.6	A
Ugt2b34	103227_at	52.7	A
Fkbp7	104746_at	1864.1	P
Klf10	99603_g_at	1530.2	P
Ubn1	104720_at	164.1	M
Pcbp2	92621_at	15455.6	P
Usp39	161242_f_at	78.3	A
Mov10	103025_at	294.9	P
Ppm1b	101838_r_at	417.1	A
Strn4	104068_at	1143.9	P
Akap1	97368_at	1271.5	A
Zkscan1	102863_at	610.5	P
S100a8	103448_at	693.8	P
Atp5c1	92799_g_at	14289.4	P
Med12	103277_s_at	853	P
Rprm	162352_r_at	-43.7	A
Rb1	161858_f_at	109.1	P
Gfra3	102926_at	333.8	A
Gm6273	94726_at	-233.8	A
Fgf1	100494_at	37	A
Slc25a36	160683_at	932.4	P
Rbx1	95124_i_at	3681.8	P
Adcy9	92527_at	498.4	P
Psmd2	92645_at	-75.3	A
Mtif2	93859_at	1143.3	P
Ntn1	97728_at	-57.5	A
Mbd3	101385_at	3793.9	P
Map3k3	94946_at	854.8	P
P4ha2	98983_at	1568.8	P
Lifr	104657_at	102.8	A
Bysl	96644_at	-7	A
Znhit1	99147_at	2644.1	P
Prp2	93650_i_at	-340.8	A
Krt4	100421_at	244.1	A
Tmem109	160378_at	2057	P
2610507B11Rik	98538_at	1656.5	P
Rsl1d1	160283_at	3924.8	P
Pbrm1	92703_at	549.7	P
Adam17	160241_at	579.1	A
St5	102331_at	665.9	P
Orm2	94734_at	2451	P
Fgf12	93654_at	112.2	A
AI506816	97197_r_at	7903.9	P
Nedd1	160823_at	1116.1	P
Pgrmc1	101585_at	3790.6	P
Myo6	92382_at	-148.7	A
Cnr1	99892_at	-489.9	A
Mgat2	95417_at	1725.2	P
Mapk8ip1	104170_at	901.8	P
Th	100690_at	188.5	A
Tead1	104233_at	172.6	A
Wdr81	161895_s_at	761	P
Ap3d1	96185_at	2327.4	P
Zfp787	161019_at	-5.5	A
Apoa5	95728_g_at	1547.9	A
Srsf5	99628_at	3997.7	P
Arpc5l	161838_f_at	35.5	A
Pcsk6	101196_at	-469.4	A
Arhgap29	96600_at	84	A
Dnajc3	161868_r_at	28.8	A
Pdrg1	92806_at	3200.2	P
Ptprj	92983_at	188.2	A
Galc	93131_at	277.9	P
Mif4gd	95449_at	1073.5	P
Gabarapl1	93011_at	3372.6	P
Blmh	94842_at	4728.9	P
Gadd45g	101979_at	899.2	P
Sh3bp1	92666_at	-510.7	A
D10627	94111_r_at	564.7	P
Ndufa12	97256_at	-143.7	A
Rpl36a	160081_at	12813.1	P
Uck1	161167_r_at	157.3	A
Ly6h	103487_at	-31.1	A
Gkap1	161833_r_at	130.9	A
BC056474	98516_at	5682.6	P
Orc5	100894_at	525.6	P
Insm1	102085_at	315.9	A
Samd4b	100889_at	1089.9	P
Ash1l	103763_at	702.5	P
Oca2	97082_at	-72.3	A
Tex261	101517_at	2515.8	P
Sprr2k	101756_f_at	380.9	A
Tomm5	95409_at	3140.9	P
Ndufa1	98117_at	297.9	A
Bcap31	93252_at	7642.6	P
Ovgp1	102092_s_at	-81.5	A
Itih5	104445_at	244.1	A
Krt34	160274_at	44.8	A
Gnl1	98403_at	1215.7	P
Eif2a	93841_at	1865.3	P
Sp4	92991_at	159.5	P
Wnt2b	94126_at	-271.3	A
Hist1h3g	93024_at	155.3	A
Fmnl1	92482_at	93.3	A
Ppfibp2	162129_f_at	173.3	A
Cbx3	100405_at	680.9	P
Rb1	97948_at	369.7	M
1810063B07Rik	95011_at	-57.7	A
Rab3a	160524_at	87.6	A
Fam108a	96241_at	-317.7	A
Cdkn1b	100278_at	-55.7	A
Sacm1l	160930_at	1327	P
Csnk2a1	160690_at	1424.8	P
Nono	93830_at	7251.3	P
Cox4nb	104132_at	2911.4	P
Trp53	104154_at	4244.9	P
Sry	99556_s_at	26.9	A
Gabarap	96869_at	11319	P
Adarb1	93153_at	1230.9	P
Rpa2	98943_at	362.6	A
Coasy	161554_r_at	166	A
Rps6kb1	98439_at	550.9	P
Gpr132	94566_at	0.7	A
Ear2	103240_f_at	284.3	A
Cdk1	100128_at	9945.5	P
Sel1l	92871_at	267.9	A
Il7r	99030_at	-29.7	A
Sox17	92996_at	39.3	A
BC048355	97179_at	2130	P
Ddx49	102015_at	264.6	A
Proc	161656_r_at	40.4	A
LOC100504569	97687_at	481.3	P
Paip2b	96158_at	1196	P
Htra2	161446_r_at	3527.4	P
Cbx2	97723_at	717	P
Rpl38	99626_i_at	45.9	A
Ctcf	100148_at	688.3	P
Olfr29-ps1	97002_f_at	563	A
Cd59a	101516_at	-43.9	A
Sdpr	160373_i_at	1397.5	P
Pink1	93322_at	-12.5	A
Gstm1	93543_f_at	10617.8	P
Rad50	100459_at	1012.6	P
Kpna6	92405_at	-3.1	A
St7	160591_at	45	A
Fzd6	101142_at	207.5	A
Flna	97300_at	-233.4	A
Erlin1	97145_at	1173.7	P
Dsc1	100760_at	120.7	A
Esrp2	161162_at	203	A
Ptgds	102105_f_at	410	P
Vnn3	104181_at	-69.9	A
St3gal5	98596_s_at	1577.5	P
Cwc15	99615_at	177.1	A
Zfp36	92830_s_at	817.5	P
Krt36	161052_r_at	-1520.6	A
Sprr2i	95794_f_at	1139.9	A
Vav1	99799_at	-157.6	A
Adipor1	160134_at	340.8	A
Scarb2	101389_at	824.1	P
Mdm4	93339_at	727.2	P
Gpn2	160831_at	214	A
Prdx6	100622_at	3486.6	P
Flnb	161223_r_at	151.7	A
Pold2	98155_r_at	1485.7	P
Wsb1	98946_at	795.4	P
Kcnj4	92522_at	307.4	P
Wdr5	97845_at	419.6	A
Gnas	93271_s_at	48817.7	P
F2rl2	94762_at	318.7	P
Cdc20	96319_at	8410.8	P
Acsm2	96910_at	209.1	A
Map2k6	102829_s_at	238.8	P
Ppp4c	95631_at	5010.6	P
Sec22b	93440_at	928	P
Baz1b	92381_at	-60.3	A
Srxn1	161090_i_at	-9.9	A
Vmn2r88	100678_s_at	-52.3	A
Hnf4g	101704_at	55.1	A
Myh11	97990_at	30.6	A
Abpa	94628_r_at	19.3	A
Bmpr2	99865_at	232.5	P
Endog	160494_at	336.6	A
Dyrk1a	92383_at	272.8	P
P2ry1	97168_at	79.7	A
Gdap2	104134_at	817.9	P
Clta	100580_at	2208.6	A
Ctsb	162271_f_at	-766.2	A
Gm4770	97563_f_at	-167.1	A
1810063B05Rik	97514_at	1212.8	P
Amac1	161393_at	-261.1	A
Ddx47	96717_at	1150.9	P
Wnt5a	99390_at	1061.9	P
Sprr2d	95793_at	24.1	A
Naa35	97478_at	1448.2	P
Gm10169	94849_at	-166.1	A
Fstl1	94833_at	103.6	A
Tor3a	96533_at	290.9	P
Dtd1	97318_at	301.7	P
Psmd13	95742_at	3056.6	P
Mrpl16	99140_at	1339.8	P
